Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
447,Branden Carlson,25,OKC,C,3,0,11,14.7,.291,.667,.333,19.1,38.3,28.7,0.0,4.4,9.2,0.0,26.6,0.0,0.0,0.0,.043,-7.9,-3.9,-11.8,0.0,,carlsbr01
448,Colin Castleton,24,MEM,C,6,0,14,12.9,.725,1.000,4.000,0.0,36.5,18.9,0.0,0.0,6.7,0.0,7.9,0.0,0.0,0.1,.231,-3.5,2.4,-1.1,0.0,,castlco01
449,Justin Edwards,21,PHI,SG,2,0,9,16.8,.581,.333,.333,0.0,27.7,12.9,20.2,0.0,0.0,0.0,16.8,0.0,0.0,0.0,.112,0.8,-0.3,0.5,0.0,,edwarju01
450,Jalen Hood-Schifino,21,LAL,SG,2,0,14,11.7,1.064,.000,2.000,8.1,0.0,4.1,9.2,0.0,6.7,34.7,9.0,0.0,0.0,0.0,.134,-3.8,0.7,-3.0,0.0,,hoodsja01
451,Bronny James,20,LAL,SG,6,0,16,5.2,.291,.667,.333,7.1,0.0,3.6,16.0,3.1,0.0,0.0,18.9,0.0,0.0,0.0,-0.070,-7.1,-1.6,-8.7,0.0,,jamesbr02
452,James Johnson,37,IND,PF,3,0,10,4.3,.500,.250,.000,0.0,23.2,11.6,29.9,0.0,9.4,42.9,30.3,-0.1,0.0,-0.1,-0.293,-6.9,1.0,-5.9,0.0,,johnsja01
453,Maxwell Lewis,22,LAL,SF,6,0,27,4.3,.333,.000,.000,8.4,0.0,4.2,9.6,1.8,0.0,14.3,11.4,0.0,0.0,0.0,-0.061,-5.1,-3.2,-8.3,0.0,,lewisma05
454,Karlo Matković,23,NOP,PF,5,0,39,8.0,.400,.000,.000,15.9,11.7,13.9,0.0,3.8,7.1,44.4,9.8,-0.1,0.0,0.0,-0.045,-8.0,-0.9,-8.9,-0.1,,matkoka01
455,Jared Rhoden,25,CHO,SG,4,0,12,5.8,.250,.250,.000,17.5,19.0,18.2,26.7,4.1,0.0,11.1,31.7,-0.1,0.0,0.0,-0.195,-6.9,-1.6,-8.5,0.0,,rhodeja01
456,Baylor Scheierman,24,BOS,SG,5,0,34,0.6,.184,.600,.200,6.5,16.5,11.5,7.1,1.4,0.0,0.0,13.9,-0.1,0.0,-0.1,-0.082,-9.7,-1.0,-10.7,-0.1,,scheiba01
457,Mark Williams,23,CHO,C,1,0,9,11.5,.410,.000,.500,23.4,12.6,18.2,0.0,0.0,11.1,17.0,27.6,0.0,0.0,0.0,-0.048,-9.0,-5.0,-14.0,0.0,,willima07
458,D.J. Carton,24,TOR,SG,4,0,33,-2.6,.202,.429,.143,0.0,13.4,6.7,10.8,2.9,0.0,35.0,14.4,-0.2,0.0,-0.1,-0.202,-9.9,-1.2,-11.1,-0.1,,cartodj01
459,Cui Yongxi,21,BRK,SG,5,0,10,-10.8,.190,.429,.286,0.0,24.5,11.9,0.0,0.0,0.0,0.0,35.2,-0.1,0.0,-0.1,-0.512,-16.8,-8.4,-25.2,-0.1,,cuiyo01
460,JD Davison,22,BOS,PG,4,0,17,-7.5,.307,.500,.500,0.0,13.2,6.6,7.4,2.9,0.0,45.0,22.6,-0.1,0.0,-0.1,-0.343,-15.5,-1.9,-17.4,-0.1,,davisjd01
461,David Duke Jr.,25,SAS,SG,1,0,8,3.1,.307,.250,.500,0.0,0.0,0.0,36.0,0.0,0.0,0.0,26.3,0.0,0.0,0.0,-0.108,-6.7,-4.8,-11.5,0.0,,dukeda01
462,Collin Gillespie,25,PHO,PG,1,0,3,27.0,.750,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,.145,11.4,0.3,11.7,0.0,,gilleco01
463,Jaylen Martin,21,BRK,SF,2,0,3,34.7,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,0.0,0.0,0.0,.201,17.4,4.8,22.2,0.0,,martija02
464,Tristen Newton,23,IND,SG,5,0,8,-15.2,.233,.500,.167,0.0,0.0,0.0,16.8,0.0,0.0,13.4,40.2,-0.1,0.0,-0.1,-0.571,-22.1,-11.7,-33.8,-0.1,,newtotr01
465,Trevelin Queen,27,ORL,SG,2,0,5,-4.3,.500,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.0,34.7,0.0,0.0,0.0,-0.272,-9.2,-6.0,-15.2,0.0,,queentr01
466,Oscar Tshiebwe,25,UTA,PF,1,0,16,18.2,.852,,,21.1,41.3,31.3,0.0,6.1,0.0,36.2,7.3,0.0,0.0,0.1,.205,-3.7,2.9,-0.8,0.0,,tshieos01
467,Stanley Umude,25,MIL,SG,6,0,17,6.6,.387,1.000,.667,0.0,18.5,9.6,7.4,0.0,5.4,0.0,10.0,0.0,0.0,0.0,.003,-2.6,0.4,-2.2,0.0,,umudest01
468,Reece Beekman,23,GSW,PG,2,0,4,42.3,1.000,.000,.000,25.2,0.0,12.7,39.6,11.9,0.0,0.0,10.3,0.0,0.0,0.0,.599,10.1,15.6,25.6,0.0,,beekmre01
469,Ulrich Chomche,19,TOR,PF,1,0,5,16.6,1.000,.000,.000,0.0,22.2,11.1,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,.152,2.7,-1.2,1.5,0.0,,chomcul01
470,Mouhamed Gueye,22,ATL,PF,2,0,11,-5.7,.250,.500,.000,0.0,19.4,9.6,0.0,0.0,0.0,20.0,18.3,-0.1,0.0,-0.1,-0.267,-11.0,-4.5,-15.5,0.0,,gueyemo02
471,PJ Hall,22,DEN,C,4,0,8,-2.3,.333,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.0,0.0,0.0,-0.132,-12.7,-6.7,-19.5,0.0,,hallpj01
472,Keshad Johnson,23,MIA,SF,2,0,12,5.1,.500,.500,.000,0.0,18.1,9.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,.028,-5.4,-1.2,-6.6,0.0,,johnske10
473,Malevy Leons,25,OKC,SF,6,0,21,-2.3,.266,.500,2.000,5.0,10.0,7.5,5.4,0.0,0.0,21.0,9.7,0.0,0.0,0.0,-0.048,-10.6,-2.0,-12.6,-0.1,,leonsma01
474,Chris Livingston,21,MIL,SF,3,0,6,19.5,.500,.000,.000,18.8,17.5,18.1,24.3,8.1,0.0,33.3,22.0,0.0,0.0,0.0,.065,-0.3,4.4,4.1,0.0,,livinch01
475,Markieff Morris,35,DAL,PF,2,0,10,-0.3,.167,.333,.000,0.0,42.1,21.7,24.8,0.0,0.0,0.0,25.4,-0.1,0.0,0.0,-0.219,-8.5,-2.0,-10.4,0.0,,morrima02
476,Alex Reese,25,OKC,PF,1,0,2,54.9,1.000,.000,.000,52.5,0.0,26.3,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,.597,22.8,-3.9,18.9,0.0,,reeseal01
477,Cam Spencer,24,MEM,SG,2,0,21,3.5,.500,.500,.000,0.0,9.7,5.0,10.7,0.0,4.5,33.3,5.7,0.0,0.0,0.0,.026,-6.0,0.0,-5.9,0.0,,spencca01
478,Jacob Toppin,24,NYK,SF,6,0,19,2.4,.333,.667,.000,0.0,17.7,9.2,12.3,0.0,0.0,25.0,9.2,0.0,0.0,0.0,-0.059,-5.8,-1.7,-7.5,0.0,,toppija01
479,Dominick Barlow,21,ATL,SF,2,0,11,-2.7,.266,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,-0.082,-8.7,-3.3,-12.0,0.0,,barlodo01
480,Jalen Bridges,23,PHO,SF,2,0,11,-13.0,.174,1.000,1.000,0.0,9.9,5.0,0.0,0.0,0.0,41.0,19.7,-0.1,0.0,-0.1,-0.431,-16.8,-6.7,-23.4,-0.1,,bridgja01
481,Daishen Nix,22,MIN,PG,2,0,11,-3.7,.266,1.000,2.000,0.0,41.1,20.9,33.5,0.0,0.0,61.5,19.5,-0.1,0.0,-0.1,-0.254,-14.5,-0.2,-14.6,0.0,,nixda01
482,Justin Champagnie,23,WAS,SF,2,0,5,6.7,,,,21.2,21.5,21.3,24.4,0.0,0.0,,0.0,0.0,0.0,0.0,.172,-10.5,1.9,-8.7,0.0,,champju01
483,Alex Ducas,24,OKC,SG,4,0,7,-15.8,.000,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,-0.1,0.0,-0.1,-0.419,-17.4,-6.4,-23.8,0.0,,ducasal01
484,Kessler Edwards,24,DAL,SF,4,0,9,-17.0,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,14.1,-0.1,0.0,-0.1,-0.366,-20.4,-6.2,-26.6,-0.1,,edwarke02
485,Joe Ingles,37,MIN,SF,7,0,26,5.7,.000,1.000,.000,9.0,0.0,4.4,42.5,0.0,0.0,33.3,5.1,0.0,0.0,0.0,.092,-3.1,1.2,-1.9,0.0,,inglejo01
486,Harrison Ingram,22,SAS,SF,1,0,7,-5.7,.000,.000,.000,0.0,15.1,7.7,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,-0.120,-11.5,-3.9,-15.4,0.0,,ingraha01
487,Daniss Jenkins,23,DET,PG,2,0,5,-18.0,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,-0.402,-21.4,-7.5,-28.9,0.0,,jenkida01
488,Mason Jones,26,SAC,SG,3,0,13,15.0,.000,1.000,.000,9.0,26.1,17.7,61.9,0.0,0.0,0.0,6.7,0.0,0.0,0.0,.140,2.8,1.0,3.9,0.0,,jonesma05
489,Spencer Jones,23,DEN,SF,2,0,4,18.3,.000,1.000,.000,0.0,27.0,13.7,0.0,24.0,0.0,0.0,10.6,0.0,0.0,0.0,.082,-7.9,18.6,10.7,0.0,,jonessp01
490,Mac McClung,26,ORL,SG,1,0,5,14.7,,,,0.0,24.0,11.5,49.8,0.0,0.0,,0.0,0.0,0.0,0.0,.228,2.3,3.9,6.2,0.0,,mccluma01
491,Justin Minaya,25,POR,SF,1,0,6,-0.4,,,,0.0,19.0,9.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.013,-11.4,-2.0,-13.4,0.0,,minayju01
492,Riley Minix,24,SAS,SF,1,0,7,-1.8,.000,1.000,.000,0.0,30.2,15.5,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,-0.097,-8.4,-3.4,-11.8,0.0,,minixri01
493,Jalen Pickett,25,DEN,SG,2,0,4,-9.2,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,-0.261,-11.3,-5.0,-16.3,0.0,,pickeja02
494,Cole Swider,25,DET,SF,2,0,13,-11.3,.000,1.000,.000,0.0,16.7,8.5,9.2,0.0,0.0,0.0,16.5,-0.1,0.0,-0.1,-0.329,-14.8,-6.4,-21.2,-0.1,,swideco01
