Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
418,Ruben Boumtje-Boumtje,23,POR,C,33,1,7.4,0.4,1.0,.406,0.0,0.0,,0.4,1.0,.406,.406,0.4,0.8,.520,0.6,1.0,1.7,0.1,0.1,0.5,0.4,1.2,1.2,,boumtru01
419,Michael Bradley,22,TOR,PF,26,0,4.5,0.5,1.0,.520,0.0,0.1,.000,0.5,0.9,.565,.520,0.2,0.3,.500,0.3,0.7,0.9,0.1,0.0,0.2,0.2,0.4,1.2,,bradlmi01
420,Chucky Brown,33,SAC,SF,18,0,5.1,0.6,1.5,.370,0.0,0.0,,0.6,1.5,.370,.370,0.1,0.1,.500,0.6,1.3,1.8,0.3,0.1,0.2,0.3,0.7,1.2,,brownch01
421,Greg Foster,33,MIL,PF,6,0,4.0,0.3,1.5,.222,0.0,0.7,.000,0.3,0.8,.400,.222,0.5,0.7,.750,0.0,1.3,1.3,0.2,0.0,0.0,0.0,0.7,1.2,,fostegr01
422,Jelani McCoy,24,LAL,C,21,0,5.0,0.6,1.0,.571,0.0,0.0,,0.6,1.0,.571,.571,0.1,0.4,.250,0.4,0.8,1.2,0.3,0.0,0.2,0.4,0.7,1.2,,mccoyje01
423,Charlie Bell,22,2TM,SG,7,0,6.3,0.4,1.6,.273,0.0,0.9,.000,0.4,0.7,.600,.273,0.3,0.3,1.000,0.3,0.4,0.7,0.3,0.0,0.0,0.7,0.4,1.1,,bellch01
423,Charlie Bell,22,PHO,SG,5,0,8.4,0.6,2.2,.273,0.0,1.2,.000,0.6,1.0,.600,.273,0.4,0.4,1.000,0.4,0.4,0.8,0.4,0.0,0.0,1.0,0.6,1.6,,bellch01
423,Charlie Bell,22,DAL,SG,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,bellch01
424,Dean Garrett,35,2TM,C,34,0,5.4,0.5,1.6,.327,0.0,0.0,,0.5,1.6,.327,.327,0.0,0.1,.000,0.5,1.2,1.7,0.1,0.2,0.3,0.3,0.9,1.1,,garrede01
424,Dean Garrett,35,MIN,C,29,0,5.2,0.5,1.4,.350,0.0,0.0,,0.5,1.4,.350,.350,0.0,0.1,.000,0.4,1.2,1.6,0.1,0.2,0.3,0.2,0.9,1.0,,garrede01
424,Dean Garrett,35,GSW,C,5,0,6.2,0.8,3.0,.267,0.0,0.0,,0.8,3.0,.267,.267,0.0,0.0,,0.6,1.4,2.0,0.2,0.4,0.2,0.6,1.2,1.6,,garrede01
425,Chris Dudley,36,POR,C,43,2,7.6,0.5,1.2,.400,0.0,0.0,.000,0.5,1.1,.417,.400,0.2,0.3,.533,0.6,1.2,1.9,0.3,0.1,0.3,0.3,1.0,1.1,,dudlech02
426,Alvin Jones,23,PHI,C,23,2,5.5,0.3,0.9,.400,0.0,0.0,,0.3,0.9,.400,.400,0.4,0.9,.500,0.6,1.0,1.6,0.1,0.1,0.4,0.5,1.5,1.1,,jonesal01
427,Jérôme Moïso,23,CHH,C,15,0,5.1,0.5,1.3,.400,0.0,0.0,,0.5,1.3,.400,.400,0.0,0.0,,0.3,1.4,1.7,0.3,0.2,0.1,0.5,0.8,1.1,,moisoje01
428,Michael Ruffin,25,PHI,PF,15,0,11.3,0.5,1.7,.269,0.0,0.0,,0.5,1.7,.269,.269,0.1,0.5,.250,1.5,1.9,3.4,0.3,0.3,0.5,0.7,1.5,1.1,,ruffimi01
429,Dee Brown,33,ORL,PG,7,0,9.3,0.4,2.9,.150,0.1,1.7,.083,0.3,1.1,.250,.175,0.0,0.0,,0.0,1.3,1.3,0.3,0.4,0.1,0.6,0.6,1.0,,brownde01
430,Ernest Brown,22,MIA,C,3,0,7.0,0.3,2.0,.167,0.0,0.0,,0.3,2.0,.167,.167,0.3,1.3,.250,0.3,1.7,2.0,0.0,0.0,0.3,1.0,1.3,1.0,,browner01
431,Vinny Del Negro,35,PHO,PG,2,0,3.0,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,delnevi01
432,Felton Spencer,34,NYK,C,32,8,7.8,0.2,0.8,.231,0.0,0.0,,0.2,0.8,.231,.231,0.5,1.0,.515,0.5,1.1,1.6,0.1,0.2,0.3,0.4,2.3,0.9,,spencfe01
433,Eldridge Recasner,34,2TM,SG,6,0,5.5,0.3,1.0,.333,0.0,0.2,.000,0.3,0.8,.400,.333,0.2,0.2,1.000,0.0,0.0,0.0,0.8,0.2,0.0,0.2,0.7,0.8,,recasel01
433,Eldridge Recasner,34,CHH,SG,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,recasel01
433,Eldridge Recasner,34,LAC,PG,5,0,6.2,0.4,1.2,.333,0.0,0.2,.000,0.4,1.0,.400,.333,0.2,0.2,1.000,0.0,0.0,0.0,1.0,0.2,0.0,0.2,0.6,1.0,,recasel01
434,Joseph Forte,20,BOS,SG,8,0,4.9,0.1,1.5,.083,0.0,0.4,.000,0.1,1.1,.111,.083,0.5,0.5,1.000,0.1,0.6,0.8,0.8,0.3,0.0,0.4,0.1,0.8,,fortejo01
435,Matt Geiger,32,PHI,C,4,0,9.0,0.3,2.0,.125,0.0,0.0,,0.3,2.0,.125,.125,0.3,0.5,.500,0.8,0.8,1.5,0.0,0.0,0.5,0.5,0.5,0.8,,geigema01
436,Steve Goodrich,25,NJN,SF,9,0,5.6,0.2,1.1,.200,0.0,0.0,,0.2,1.1,.200,.200,0.1,0.2,.500,0.1,0.4,0.6,0.6,0.1,0.2,0.3,1.1,0.6,,goodrst01
437,Jamison Brewer,21,IND,SG,13,0,3.3,0.2,0.4,.400,0.0,0.1,.000,0.2,0.3,.500,.400,0.0,0.0,,0.2,0.5,0.6,0.7,0.2,0.0,0.2,0.2,0.3,,breweja01
438,Darrick Martin,30,DAL,PG,3,0,7.3,0.0,3.3,.000,0.0,0.7,.000,0.0,2.7,.000,.000,0.3,0.7,.500,0.0,0.3,0.3,1.0,0.7,0.0,0.3,1.3,0.3,,martida01
439,Randy Brown,33,BOS,PG,1,0,6.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,,brownra02
440,Dickey Simpkins,29,ATL,PF,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,simpkdi01
